platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),actionable_insight,date
tiktok,7545241923880095009,"อาแจ็กซ์ มีนักเตะดีๆ ขึ้นมาตลอด
สุดท้ายก็ขายไปหมด ก็ปั้นขึ้นมาใหม่
เป็นทีมธุรกิจดีมาก",Ajax player development sales,10.21,13.05,76.74,→ Recommendation: Analyze Ajax's player development model for potential insights.,
tiktok,7545241923880095009,Magic❤️,Unspecified comment,8.38,79.7,11.91,→ Recommendation: Amplify positive commentary about Mohammed Iñiguez’s skill.,
tiktok,7545241923880095009,He makes it look so easy😭,Mohammed Iñiguez’s skill,8.24,76.0,15.75,→ Recommendation: Highlight Yoram Foketen’s style and dynamism in marketing campaigns.,
tiktok,7545241923880095009,PRIME Ajax☠️☠️,Ajax’s past talent,53.71,8.9,37.38,→ Recommendation: Address fan concerns about Yoram Foketen’s potential development.,
tiktok,7545241923880095009,pure talent,Yoram Foketen’s talent,8.22,75.95,15.83,→ Recommendation: Investigate opportunities to acquire a player like Denders.,
tiktok,7545241923880095009,are there any denders in this league,Denders availability,8.67,8.67,82.65,→ Recommendation: Showcase Yoram Foketen’s playing style and highlight his strengths.,
tiktok,7545241923880095009,Naluri bermain Tingkat Tinggi🤩,Yoram Foketen’s style,8.17,75.56,16.27,→ Recommendation: Recognize and respond to fan expressions of excitement and appreciation.,
tiktok,7545241923880095009,ini dia yg yamal g punya @D'momon pinising😭,Yoram Foketen’s frustration,66.63,7.9,25.46,→ Recommendation: Promote the talent and exciting plays of Yoram Foketen.,
tiktok,7545241923880095009,🔥🔥🔥,Unspecified comment,22.99,34.08,42.93,→ Recommendation: Create engaging content based on fan enthusiasm and support.,
tiktok,7545241923880095009,❤️❤️,Unspecified comment,8.19,75.23,16.58,→ Recommendation: Recognize and acknowledge fan support through interactive content.,
tiktok,7545241923880095009,🥰🥰🥰,Unspecified comment,8.56,82.89,8.56,→ Recommendation: Evaluate the potential of bringing back elements of De Jong's past performance.,
tiktok,7545241923880095009,ตอนเดอะหมุนอยู่ก็เล่นดีแบบนี้ล่ะ😂😂,De Jong’s past performance,16.38,15.12,68.5,UNKNOWN,
tiktok,7545241923880095009,Класс,Noni Mendes appreciation,7.74,62.63,29.64,→ Recommendation: Highlight Noni Mendes’ skillful play in marketing materials.,
tiktok,7545241923880095009,この脱力してる感じめっちゃ好き,Exhausted/Relaxed Style,8.1,21.8,70.1,→ Recommendation: Incorporate a relaxed and laid-back aesthetic in promotional content.,
tiktok,7545241923880095009,💯💯💯,Positive Validation,8.0,71.38,20.62,→ Recommendation: Amplify positive fan feedback across all platforms.,
tiktok,7545241923880095009,bu kim la böyle Beşiktaş'ami gelse,Beşiktaş Comparison,11.73,11.16,77.11,→ Recommendation: Analyze the Beşiktaş comparison to understand fan perceptions.,
tiktok,7545241923880095009,Pure talenttttt,Joey Veerman Highlight,8.44,80.91,10.66,→ Recommendation: Curate and share standout Joey Veerman moments consistently.,
tiktok,7545241923880095009,Un vrai gaucher aussi ❤️❤️,Dom Jakobsson Appreciation,8.52,82.57,8.91,→ Recommendation: Feature Dom Jakobsson’s left-footed abilities in fan engagement.,
tiktok,7545241923880095009,Good transfer,Santiago Aranda Transfer,8.24,77.11,14.65,→ Recommendation: Evaluate the Fenerbahçe rivalry’s impact on fan sentiment.,
tiktok,7545241923880095009,FENER BAHCEEE 💙💛,Fenerbahçe Rivalry,8.04,72.96,18.99,→ Recommendation: Acknowledge and engage with the Bertrand Gyamera joke.,
tiktok,7545241923880095009,Ankara Bertrand😂👏👏,Bertrand Gyamera Joke,7.68,54.14,38.19,→ Recommendation: Showcase Micky van de Ven’s scoring ability in game highlights.,
tiktok,7545241923880095009,Le poto il marque aléatoire,Micky van de Ven Scoring,7.9,25.49,66.61,→ Recommendation: Celebrate the positive emotions expressed by fans.,
tiktok,7545241923880095009,❤❤❤,Heart Emoji - Positive Sentiment,8.53,82.9,8.57,→ Recommendation: Capture and share the intensity of the cold emoji display.,
tiktok,7545241923880095009,🥶🥶🥶,Cold Emoji - Intense Display,12.28,26.56,61.16,→ Recommendation: Promote and analyze Mike Tramore’s performance metrics.,
tiktok,7545241923880095009,soft👍❤️,Mike Tramore’s Performance,8.52,82.95,8.52,→ Recommendation: Highlight Xavi Simons’ skillful actions in fan content.,
tiktok,7545241923880095009,fort 🤝❤️,Xavi Simons Skill,8.39,80.18,11.43,→ Recommendation: Promote and celebrate Ibrahim Sangaré’s brilliant plays.,
tiktok,7545241923880095009,this is art🔥,Ibrahim Sangaré’s Brilliance,8.47,81.52,10.02,→ Recommendation: Analyze and share data from Cody Gakpo's shot attempts.,
tiktok,7545241923880095009,Longdriven Shot,Cody Gakpo Shot Attempt,9.18,8.67,82.15,→ Recommendation: Feature Moreno’s playful banter in fan-focused content.,
tiktok,7545241923880095009,Theses guys joke a lot,Moreno’s Banter,38.06,14.49,47.45,→ Recommendation: Capture and share Ibrahim Sangare's shot attempts.,
tiktok,7545241923880095009,Low driven Shot ++,Ibrahim Sangare Shot Attempt,14.58,8.41,77.01,→ Recommendation: Translate and respond to Indonesian fan expressions.,
tiktok,7545241923880095009,plesing nya ngeri cuk,Indonesian Fan Expression,14.73,18.46,66.81,→ Recommendation: Mention Real Madrid to tap into broader football conversations.,
tiktok,7545241923880095009,@Real Madrid C.F.,Real Madrid Mention,8.41,11.36,80.23,UNKNOWN,
tiktok,7545241923880095009,Dite moi si j’ai tord mais il me semble que les joueurs du pied gauche on un don d’une certaine facilité as consommer le football 😢😢😢,Left-footed player dominance,30.33,18.31,51.37,→ Recommendation: Analyze left-footed player performance to identify key strengths.,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,→ Recommendation: Amplify positive fan sentiment across all communication channels.,
tiktok,7545241923880095009,😳😳😳,Neutral sentiment,13.8,36.28,49.93,→ Recommendation: Monitor and categorize fan reactions to understand neutral viewpoints.,
tiktok,7545241923880095009,мен сиякты ойнайд екен,(Language: Azerbaijani) – Positive sentiment,7.67,58.08,34.25,→ Recommendation: Translate positive fan comments into Azerbaijani for broader engagement.,
tiktok,7545241923880095009,enak bener,(Language: Indonesian) – Positive sentiment,7.65,58.21,34.14,→ Recommendation: Translate positive fan comments into Indonesian for targeted outreach.,
tiktok,7545241923880095009,Как спокойно играет😍,Calm playing style,8.21,75.76,16.03,→ Recommendation: Assess and highlight the calming aspects of the player’s style.,
tiktok,7545241923880095009,❤️❤️❤️,Positive sentiment,8.47,83.06,8.47,→ Recommendation: Share enthusiastic reactions to player performances on social media.,
tiktok,7545241923880095009,🔥,Encouraging/Motivational,8.45,83.1,8.45,→ Recommendation: Recognize and appreciate positive fan support in content creation.,
tiktok,7545241923880095009,😅😅😅,Mild embarrassment,57.18,9.8,33.03,→ Recommendation: Acknowledge and address any fan concerns regarding tactical decisions.,
tiktok,7545241923880095009,💪💪💪,Increased fitness,8.16,75.7,16.13,→ Recommendation: Amplify positive fan support in content creation.,
tiktok,7545241923880095009,low driven in fc 26🔥🔥🔥,(Game: FC 26) – Poor tactical decision,66.9,7.93,25.18,→ Recommendation: Analyze the similarities between the player's style and Ibrahimovic’s.,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,→ Recommendation: Translate positive fan comments into Indonesian for targeted outreach.,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,→ Recommendation: Translate positive fan comments into Indonesian for targeted outreach.,
tiktok,7545241923880095009,😭😭😭,Disappointment/Sadness,78.75,8.34,12.91,→ Recommendation: Address fan disappointment and sadness through empathetic messaging.,
tiktok,7545241923880095009,Composure 🔥🔥🔥,Composure,7.87,67.63,24.5,→ Recommendation: Promote relaxation and contentment through visually appealing content.,
tiktok,7545241923880095009,😌😌😌,Relaxation/Contentment,8.46,81.62,9.92,→ Recommendation: Research and compare player style to Ibrahimovic's playing characteristics.,
tiktok,7545241923880095009,bro playing like ibrahimovic,Ibrahimovic’s playing style,7.87,26.98,65.15,→ Recommendation: Translate positive fan comments into Indonesian for targeted outreach.,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,UNKNOWN,
tiktok,7545241923880095009,mirip yamal. back nya terlalu manis,Yamal’s footwork,7.65,39.92,52.43,UNKNOWN,
tiktok,7545241923880095009,superstar,Player potential,8.14,74.75,17.11,UNKNOWN,
tiktok,7545241923880095009,bro his finish is unbelivable,Poor finishing,80.17,8.4,11.43,→ Recommendation: Implement finishing drills to improve player accuracy.,
tiktok,7545241923880095009,The guy who had 3 assists and 5 goals in 1 game 😳,Record assists/goals,7.59,50.5,41.91,→ Recommendation: Highlight exceptional performances to recognize record-breaking feats.,
tiktok,7545241923880095009,🥰🥰🥰,(No specific topic),8.53,82.52,8.95,→ Recommendation: Engage with fans through positive sentiment analysis.,
tiktok,7545241923880095009,@ና ኢትኤል ☦️⚽️,(No specific topic),8.35,14.77,76.89,→ Recommendation: Investigate and address any tactical concerns surrounding Pogba.,
tiktok,7545241923880095009,Bertje is allang de beste Bertje niet meer,Bert van Bommel – best,8.01,70.81,21.18,→ Recommendation: Promote Bert van Bommel’s legacy through fan-focused content.,
tiktok,7545241923880095009,wow 😳🔥🔥,Excitement/Overreaction,8.45,81.2,10.35,→ Recommendation: Amplify positive reactions to build momentum and enthusiasm.,
tiktok,7545241923880095009,🥰🥰🥰,(No specific topic),8.53,82.52,8.95,→ Recommendation: Analyze fan reactions to identify trends and themes.,
tiktok,7545241923880095009,Welcome to EPL 👌😂,EPL Comparison,7.91,68.57,23.53,→ Recommendation: Explore potential strategies to address the difficulty of the game.,
tiktok,7545241923880095009,they make football look easier 😳,Difficult Gameplay,22.75,30.32,46.93,→ Recommendation: Monitor and respond to fan commentary regarding the EPL comparison.,
tiktok,7545241923880095009,🔥😳,Excitement/Overreaction,8.13,74.25,17.62,→ Recommendation: Develop content that acknowledges and builds on past career mode successes.,
tiktok,7545241923880095009,🙆,(No specific topic),40.91,8.97,50.11,→ Recommendation: Examine the connection between fan activity and player performance.,
tiktok,7545241923880095009,precition,(No specific topic),19.0,9.99,71.01,→ Recommendation: Create content to celebrate lighthearted fan interactions.,
tiktok,7545241923880095009,2018 career mode legend,Career Mode Nostalgia,7.64,42.01,50.35,→ Recommendation: Utilize fan feedback to refine content strategy and engagement.,
tiktok,7545241923880095009,🥰🥰🥰,(No specific topic),8.53,82.52,8.95,→ Recommendation: Analyze player performance in relation to fan perception.,
tiktok,7545241923880095009,gerak gerik ny kek pogba,Pogba – Tactical Issues,36.56,7.75,55.68,→ Recommendation: Develop content that acknowledges and responds to rivalries.,
tiktok,7545241923880095009,@Real Madrid C.F.,Rivalry – Real Madrid,8.37,12.08,79.55,→ Recommendation: Encourage casual fan conversations and interactions.,
tiktok,7545241923880095009,😳😳😳,Excitement/Overreaction,7.77,58.7,33.52,→ Recommendation: Prioritize fan engagement through proactive communication.,
tiktok,7545241923880095009,😂😂😂,Harmless Banter,28.87,16.37,54.75,UNKNOWN,
tiktok,7545241923880095009,🥰🥰🥰,(No specific topic),8.53,82.52,8.95,UNKNOWN,
tiktok,7545241923880095009,@ABDO KHATER @hamo🦅✨,Fan Engagement – Discussion,7.59,55.53,36.88,UNKNOWN,
tiktok,7545241923880095009,beelden van 20 jaar geleden doen het goed😅,Nostalgia – 20-year-old images,8.04,23.43,68.53,→ Recommendation: Increase the frequency of positive fan engagement campaigns.,
tiktok,7545241923880095009,"musuhnya kek gk niat main, liatin doang",Ajax disrespect,58.01,7.72,34.27,UNKNOWN,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,UNKNOWN,
tiktok,7545241923880095009,Mas ele está marcando golos de brincadeira.💔🤦😹,Malecki – Goles (Goals),54.12,10.35,35.53,UNKNOWN,
tiktok,7545241923880095009,He plays football in second gear,Noni Madueke – Second gear,7.92,25.12,66.96,UNKNOWN,
tiktok,7545241923880095009,forgot he existed,Joey Vejselik – Forgotten player,50.83,7.67,41.5,UNKNOWN,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,UNKNOWN,
tiktok,7545241923880095009,🥰🥰🥰,Positive sentiment,8.41,83.18,8.41,UNKNOWN,
tiktok,7545241923880095009,très fort,Mohammed Iñigo Córdoba – Strength,7.74,30.84,61.42,UNKNOWN,
tiktok,7545241923880095009,@AFC Ajax is becoming @Fabrizio Romano,Ajax rivalry,13.33,21.47,65.2,UNKNOWN,
tiktok,7545241923880095009,👏👏👏,Applause – Encouragement,8.32,78.81,12.87,UNKNOWN,
